CocktailId,CocktailName,CanonicalKey,IsApproved,IsPopular,Source,GlassType,TimePeriod,LegacyFlavorProfile,CurrentTagsAll,Aesthetic,"Build Method","Build Pattern","Cocktail Family","Flavor Profile",Mood,Occasion,Strength,Texture
120,Cosmopolitan,cocktail_recipe_book::cosmopolitan,Yes,Yes,"Cocktail Recipe Book","",Modern,"Citrusy and Sweet","Build Method: Shaken | Build Pattern: Served Up | Build Pattern: Simple 4-Ingredient | Mood: Playful","",Shaken,"Served Up | Simple 4-Ingredient","","",Playful,"","",""
168,Crusta,cocktail_recipe_book::crusta,Yes,No,"Cocktail Recipe Book","",Modern,"Complex and Spirit-Forward","Cocktail Family: Crusta","","","",Crusta,"","","","",""
88,"Cuba Libre",cocktail_recipe_book::cuba_libre,Yes,No,"Cocktail Recipe Book","",Vintage,"Sweet and Bubbly","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Strength: Sessionable","",Built,"Long Drink | Simple 3-Ingredient","","","","",Sessionable,""
216,"Cucumber Lemonade",ultimate_bar_book_the_comprehensive_guid::cucumber_lemonade,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","","","","","","","","","",""
89,Daiquiri,cocktail_recipe_book::daiquiri,Yes,Yes,"Cocktail Recipe Book","",Classic,"Tart and Citrusy","Build Method: Shaken | Build Pattern: Served Up | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Sour | Flavor Profile: Citrusy","",Shaken,"Served Up | Simple 3-Ingredient | Spirit + Citrus + Sweet",Sour,Citrusy,"","","",""
90,"Daiquiri (Blended)",cocktail_recipe_book::daiquiri_blended,Yes,No,"Cocktail Recipe Book","",Modern,"Sweet and Citrusy","Build Method: Blended | Build Pattern: Frozen Cocktail","",Blended,"Frozen Cocktail","","","","","",""
91,"Daiquiri (With Fruit)",cocktail_recipe_book::daiquiri_with_fruit,Yes,No,"Cocktail Recipe Book","",Modern,"","Build Method: Shaken","",Shaken,"","","","","","",""
169,Daisy,cocktail_recipe_book::daisy,Yes,No,"Cocktail Recipe Book","",Classic,"Citrusy and Refreshing","","","","","","","","","",""
92,"Dark and Stormy",cocktail_recipe_book::dark_and_stormy,Yes,Yes,"Cocktail Recipe Book","",Modern,"Spicy and Refreshing","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Buck | Flavor Profile: Fizzy | Flavor Profile: Refreshing | Strength: Sessionable","",Built,"Long Drink | Simple 3-Ingredient | Spirit + Citrus + Sweet",Buck,"Fizzy | Refreshing","","",Sessionable,""
30,"De La Louisiane #4",cocktail_recipe_book::de_la_louisiane_#4,Yes,No,"Cocktail Recipe Book","",Classic,"Sweet and Herbal","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Spirit-Forward | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Spirit-Forward","","","","",Spirit-Forward,""
184,"Death in the Afternoon",cocktail_recipe_book::death_in_the_afternoon,Yes,No,"Cocktail Recipe Book","",Classic,"Herbal and Complex","","","","","","","","","",""
6,Derby,cocktail_recipe_book::derby,Yes,No,"Cocktail Recipe Book","",Classic,"Herbal and sweet","","","","","","","","","",""
29,Diamondback,cocktail_recipe_book::diamondback,Yes,No,"Cocktail Recipe Book","",Vintage,"Dry and Herbal","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Spirit-Forward | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Spirit-Forward","","","","",Spirit-Forward,""
53,"Dixie Dew",cocktail_recipe_book::dixie_dew,Yes,No,"Cocktail Recipe Book","",Modern,"Minty and Complex","","","","","","","","","",""
54,Eclipse,cocktail_recipe_book::eclipse,Yes,No,"Cocktail Recipe Book","",Modern,"Fruity and Refreshing","","","","","","","","","",""
136,"El Diablo",cocktail_recipe_book::el_diablo,Yes,No,"Cocktail Recipe Book","",Modern,"Spicy and Sweet","Build Method: Shaken | Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Buck | Flavor Profile: Spicy","",Shaken,"Long Drink | Simple 3-Ingredient | Spirit + Citrus + Sweet",Buck,Spicy,"","","",""
93,"El Floridita",cocktail_recipe_book::el_floridita,Yes,No,"Cocktail Recipe Book","","","Sweet and Fruity","","","","","","","","","",""
94,"El Presidente",cocktail_recipe_book::el_presidente,Yes,No,"Cocktail Recipe Book","","","Sweet and Fruity","","","","","","","","","",""
171,"Embassy Cocktail",cocktail_recipe_book::embassy_cocktail,Yes,No,"Cocktail Recipe Book","",Classic,"Bitter and Dry","Build Method: Stirred | Build Pattern: Short Drink","",Stirred,"Short Drink","","","","","",""
55,"Enrico Palazzo",cocktail_recipe_book::enrico_palazzo,Yes,No,"Cocktail Recipe Book","",Modern,"Bittersweet and Complex","","","","","","","","","",""
137,"Estilo Viejo",cocktail_recipe_book::estilo_viejo,Yes,No,"Cocktail Recipe Book","",Classic,"Dry and Spirit-forward","","","","","","","","","",""
31,Falconi,cocktail_recipe_book::falconi,Yes,No,"Cocktail Recipe Book","",Vintage,"Herbal and Dry","","","","","","","","","",""
56,"Fancy Free",cocktail_recipe_book::fancy_free,Yes,No,"Cocktail Recipe Book","",Classic,"Fruity and Complex","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Spirit-Forward | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Spirit-Forward","","","","",Spirit-Forward,""
32,"Final Ward",cocktail_recipe_book::final_ward,Yes,No,"Cocktail Recipe Book","",Modern,"Sweet and Citrusy","Build Method: Shaken | Build Pattern: Equal Parts | Build Pattern: Served Up | Build Pattern: Simple 4-Ingredient | Cocktail Family: Sour | Flavor Profile: Citrusy","",Shaken,"Equal Parts | Served Up | Simple 4-Ingredient",Sour,Citrusy,"","","",""
138,"Freddy Fudpucker",cocktail_recipe_book::freddy_fudpucker,Yes,No,"Cocktail Recipe Book","",Modern,"Sweet and Citrusy","","","","","","","","","",""
185,"French 75",cocktail_recipe_book::french_75,Yes,Yes,"Cocktail Recipe Book","",Vintage,"Bubbly and Sweet","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Build Pattern: Topped With Soda | Cocktail Family: Fizz | Flavor Profile: Citrusy | Flavor Profile: Fizzy | Flavor Profile: Refreshing | Mood: Brunchy | Occasion: Brunch","",Built,"Long Drink | Simple 3-Ingredient | Spirit + Citrus + Sweet | Topped With Soda",Fizz,"Citrusy | Fizzy | Refreshing",Brunchy,Brunch,"",""
170,"French Connection",cocktail_recipe_book::french_connection,Yes,No,"Cocktail Recipe Book","",Classic,"Sweet and Spirit-Forward","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Simple 2-Ingredient | Build Pattern: Spirit-Forward | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Simple 2-Ingredient | Spirit-Forward","","","","",Spirit-Forward,""
121,"French Martini",cocktail_recipe_book::french_martini,Yes,No,"Cocktail Recipe Book","",Modern,"Fruity and Sweet","Build Method: Shaken | Build Pattern: Served Up | Build Pattern: Simple 4-Ingredient | Mood: Playful","",Shaken,"Served Up | Simple 4-Ingredient","","",Playful,"","",""
218,"Fuzzless Navel",ultimate_bar_book_the_comprehensive_guid::fuzzless_navel,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","","","","","","","","","",""
7,Gimlet,cocktail_recipe_book::gimlet,Yes,Yes,"Cocktail Recipe Book","",Classic,"Tart and Spirit-forward","","","","","","","","","",""
8,"Gin Buck",cocktail_recipe_book::gin_buck,Yes,No,"Cocktail Recipe Book","",Classic,"Bubbly and Sweet","Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Buck | Flavor Profile: Fizzy | Flavor Profile: Refreshing","","","Long Drink | Simple 3-Ingredient | Spirit + Citrus + Sweet",Buck,"Fizzy | Refreshing","","","",""
199,"Gin Rickey",cocktail_recipe_book::gin_rickey,Yes,No,"Cocktail Recipe Book","",Classic,"Bubbly and Tart","Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Rickey | Flavor Profile: Fizzy | Flavor Profile: Refreshing","","","Long Drink | Simple 3-Ingredient | Spirit + Citrus + Sweet",Rickey,"Fizzy | Refreshing","","","",""
201,"Gin Soda",cocktail_recipe_book::gin_soda,Yes,No,"Cocktail Recipe Book","",Classic,"Bubbly and Herbal","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Simple 2-Ingredient | Cocktail Family: Highball | Strength: Sessionable","",Built,"Long Drink | Simple 2-Ingredient",Highball,"","","",Sessionable,""
200,"Gin and Tonic",cocktail_recipe_book::gin_and_tonic,Yes,Yes,"Cocktail Recipe Book","",Classic,"Bubbly and Sweet","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Simple 2-Ingredient | Cocktail Family: Highball | Flavor Profile: Fizzy | Flavor Profile: Refreshing | Strength: Sessionable","",Built,"Long Drink | Simple 2-Ingredient",Highball,"Fizzy | Refreshing","","",Sessionable,""
220,"Ginger Citrus Cocktail",ultimate_bar_book_the_comprehensive_guid::ginger_citrus_cocktail,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","","","","","","","","","",""
221,"Ginger Julep",ultimate_bar_book_the_comprehensive_guid::ginger_julep,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","Build Method: Muddled | Build Pattern: Over Crushed Ice | Cocktail Family: Julep | Flavor Profile: Spicy","",Muddled,"Over Crushed Ice",Julep,Spicy,"","","",""
219,"Ginger and Fred",ultimate_bar_book_the_comprehensive_guid::ginger_and_fred,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","Flavor Profile: Spicy","","","","",Spicy,"","","",""
67,Godfather,cocktail_recipe_book::godfather,Yes,No,"Cocktail Recipe Book","",Modern,"Bitter and Complex","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Simple 2-Ingredient | Build Pattern: Spirit-Forward | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Simple 2-Ingredient | Spirit-Forward","","","","",Spirit-Forward,""
57,"Gold Rush (by Sasha Petraske)",cocktail_recipe_book::gold_rush_by_sasha_petraske,Yes,No,"Cocktail Recipe Book","",Modern,"Sweet and Citrusy","Build Method: Shaken | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Sour | Flavor Profile: Citrusy","",Shaken,"Simple 3-Ingredient | Spirit + Citrus + Sweet",Sour,Citrusy,"","","",""
222,"Golden Orchard",user_added::golden_orchard,Yes,No,"User Added","",Modern,"","","","","","","","","","",""
172,"Grande Champagne Cosmo",cocktail_recipe_book::grande_champagne_cosmo,Yes,No,"Cocktail Recipe Book","",Vintage,"Rich and Fruity","","","","","","","","","",""
122,Greyhound,cocktail_recipe_book::greyhound,Yes,No,"Cocktail Recipe Book","",Classic,"Tart and Bitter","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Simple 2-Ingredient | Flavor Profile: Fizzy | Flavor Profile: Refreshing | Strength: Sessionable","",Built,"Long Drink | Simple 2-Ingredient","","Fizzy | Refreshing","","",Sessionable,""
202,"Hanky Panky",cocktail_recipe_book::hanky_panky,Yes,No,"Cocktail Recipe Book","",Classic,"Herbal and Spirit-Forward","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Spirit-Forward | Flavor Profile: Bitter | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Spirit-Forward","",Bitter,"","",Spirit-Forward,""
123,"Harvey Wallbanger",cocktail_recipe_book::harvey_wallbanger,Yes,No,"Cocktail Recipe Book","",Modern,"Fruity and Sweet","","","","","","","","","",""
68,"Hebridean Shores",cocktail_recipe_book::hebridean_shores,Yes,No,"Cocktail Recipe Book","",Modern,"Fruity and Citrusy","","","","","","","","","",""
223,"Hibiscus-Lemongrass Iced Tea Cooler",ultimate_bar_book_the_comprehensive_guid::hibiscus_lemongrass_iced_tea_cooler,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","Build Pattern: Long Drink | Cocktail Family: Cooler","","","Long Drink",Cooler,"","","","",""
224,"Highland Bloom",user_added::highland_bloom,Yes,No,"User Added","",Modern,"","","","","","","","","","",""
69,"Highland Fling",cocktail_recipe_book::highland_fling,Yes,No,"Cocktail Recipe Book","",Vintage,"Strong and Smoky","","","","","","","","","",""
70,Hobnail,cocktail_recipe_book::hobnail,Yes,No,"Cocktail Recipe Book","",Modern,"Spicy and Bitter","","","","","","","","","",""
225,"Hot Apple Cider",cocktail_recipe_book::hot_apple_cider,Yes,No,"Cocktail Recipe Book","",Modern,"","Build Pattern: Hot Cocktail | Flavor Profile: Warming | Mood: Cozy | Occasion: Winter","","","Hot Cocktail","",Warming,Cozy,Winter,"",""
58,"Hot Toddy",cocktail_recipe_book::hot_toddy,Yes,Yes,"Cocktail Recipe Book","",Classic,"Warm and Soothing","Build Pattern: Hot Cocktail | Flavor Profile: Warming | Mood: Cozy | Occasion: Winter","","","Hot Cocktail","",Warming,Cozy,Winter,"",""
226,"Iced Mocha Java",ultimate_bar_book_the_comprehensive_guid::iced_mocha_java,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","","","","","","","","","",""
227,Jill-in-the-Box,ultimate_bar_book_the_comprehensive_guid::jill_in_the_box,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","","","","","","","","","",""
95,"Jungle Bird",cocktail_recipe_book::jungle_bird,Yes,No,"Cocktail Recipe Book","",Modern,"Tart and Fruity","Build Method: Shaken | Build Pattern: Complex Spec | Build Pattern: Simple 4-Ingredient | Build Pattern: Tiki Multi-Ingredient | Flavor Profile: Bitter | Flavor Profile: Tropical","",Shaken,"Complex Spec | Simple 4-Ingredient | Tiki Multi-Ingredient","","Bitter | Tropical","","","",""
124,Kamikaze,cocktail_recipe_book::kamikaze,Yes,No,"Cocktail Recipe Book","",Modern,"Dry and Citrusy","Build Method: Shaken | Flavor Profile: Citrusy","",Shaken,"","",Citrusy,"","","",""
59,"Kentucky Buck (by Eric Castro)",cocktail_recipe_book::kentucky_buck_by_eric_castro,Yes,No,"Cocktail Recipe Book","",Modern,"Fruity and Spicy","Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Buck | Flavor Profile: Spicy","","","Long Drink | Simple 3-Ingredient | Spirit + Citrus + Sweet",Buck,Spicy,"","","",""
186,"Kir Royale",cocktail_recipe_book::kir_royale,Yes,No,"Cocktail Recipe Book","",Classic,"Fruity and Refined","Build Method: Built | Mood: Brunchy | Occasion: Brunch | Strength: Low-ABV","",Built,"","","",Brunchy,Brunch,Low-ABV,""
9,"Last Word",cocktail_recipe_book::last_word,Yes,No,"Cocktail Recipe Book","",Classic,"Tart and Herbal","Build Method: Shaken | Build Pattern: Equal Parts | Build Pattern: Served Up | Build Pattern: Simple 4-Ingredient | Cocktail Family: Sour | Flavor Profile: Citrusy","",Shaken,"Equal Parts | Served Up | Simple 4-Ingredient",Sour,Citrusy,"","","",""
10,"Left Bank Martini (by Simon Difford)",cocktail_recipe_book::left_bank_martini_by_simon_difford,Yes,No,"Cocktail Recipe Book","",Modern,"Dry and Herbal","Build Method: Stirred | Build Pattern: Short Drink | Build Pattern: Spirit-Forward","",Stirred,"Short Drink | Spirit-Forward","","","","","",""
228,"Lemon Berry Ambrosia",ultimate_bar_book_the_comprehensive_guid::lemon_berry_ambrosia,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","","","","","","","","","",""
125,"Lemon Drop",cocktail_recipe_book::lemon_drop,Yes,No,"Cocktail Recipe Book","",Modern,"Citrusy and Refreshing","Build Method: Shaken | Flavor Profile: Citrusy","",Shaken,"","",Citrusy,"","","",""
229,Lemonade,ultimate_bar_book_the_comprehensive_guid::lemonade,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","Build Method: Built | Strength: Low-ABV","",Built,"","","","","",Low-ABV,""
126,"Long Island Iced Tea",cocktail_recipe_book::long_island_iced_tea,Yes,No,"Cocktail Recipe Book","",Modern,"Strong and Sweet","Build Method: Built | Build Pattern: Complex Spec | Build Pattern: Long Drink | Strength: High-Octane","",Built,"Complex Spec | Long Drink","","","","",High-Octane,""
11,Lorraine,cocktail_recipe_book::lorraine,Yes,No,"Cocktail Recipe Book","",Vintage,"Citrusy and Sweet","Build Method: Stirred | Build Pattern: Short Drink | Build Pattern: Spirit-Forward","",Stirred,"Short Drink | Spirit-Forward","","","","","",""
34,"Lynchburg Lemonade",cocktail_recipe_book::lynchburg_lemonade,Yes,No,"Cocktail Recipe Book","",Modern,"Light and Refreshing","Build Pattern: Long Drink","","","Long Drink","","","","","",""
96,"Mai Tai",cocktail_recipe_book::mai_tai,Yes,No,"Cocktail Recipe Book","",Vintage,"Light and Minty","Build Method: Shaken | Build Pattern: Complex Spec | Build Pattern: Over Crushed Ice | Build Pattern: Simple 4-Ingredient | Build Pattern: Tiki Multi-Ingredient | Flavor Profile: Tropical | Mood: Poolside | Occasion: Summer","",Shaken,"Complex Spec | Over Crushed Ice | Simple 4-Ingredient | Tiki Multi-Ingredient","",Tropical,Poolside,Summer,"",""
72,"Mamie Taylor",cocktail_recipe_book::mamie_taylor,Yes,No,"Cocktail Recipe Book","",Modern,"Citrusy and Refreshing","Build Method: Built | Cocktail Family: Buck","",Built,"",Buck,"","","","",""
230,"Mango Tango",ultimate_bar_book_the_comprehensive_guid::mango_tango,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","","","","","","","","","",""
35,Manhattan,cocktail_recipe_book::manhattan,Yes,Yes,"Cocktail Recipe Book","",Classic,"Dry and Citrusy","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit-Forward | Flavor Profile: Bitter | Mood: Sophisticated | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Simple 3-Ingredient | Spirit-Forward","",Bitter,Sophisticated,"",Spirit-Forward,""
139,Margarita,cocktail_recipe_book::margarita,Yes,Yes,"Cocktail Recipe Book","",Classic,"Citrusy and Refreshing","Build Method: Shaken | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Sour | Flavor Profile: Citrusy | Mood: Playful","",Shaken,"Simple 3-Ingredient | Spirit + Citrus + Sweet",Sour,Citrusy,Playful,"","",""
140,"Margarita (Blended)",cocktail_recipe_book::margarita_blended,Yes,No,"Cocktail Recipe Book","","","","Build Method: Blended | Build Pattern: Frozen Cocktail","",Blended,"Frozen Cocktail","","","","","",""
12,Martini,cocktail_recipe_book::martini,Yes,Yes,"Cocktail Recipe Book","",Classic,"Dry and Spirit-forward","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit-Forward | Flavor Profile: Bitter | Mood: Sophisticated | Strength: High-Octane | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Simple 3-Ingredient | Spirit-Forward","",Bitter,Sophisticated,"","High-Octane | Spirit-Forward",""
97,"Mary Pickford",cocktail_recipe_book::mary_pickford,Yes,No,"Cocktail Recipe Book","",Classic,"Sweet and Citrusy","Flavor Profile: Tropical","","","","",Tropical,"","","",""
142,Matador,cocktail_recipe_book::matador,Yes,No,"Cocktail Recipe Book","",Modern,"Fruity and Refreshing","","","","","","","","","",""
36,"McKinley's Delight",cocktail_recipe_book::mckinleys_delight,Yes,No,"Cocktail Recipe Book","",Classic,"Sweet and Spirit-Forward","","","","","","","","","",""
143,Mexican,cocktail_recipe_book::mexican,Yes,No,"Cocktail Recipe Book","",Modern,"Light and Refreshing","","","","","","","","","",""
144,"Mexican Mule",cocktail_recipe_book::mexican_mule,Yes,No,"Cocktail Recipe Book","",Modern,"Spicy and Sweet","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Buck | Flavor Profile: Fizzy | Flavor Profile: Refreshing | Flavor Profile: Spicy","",Built,"Long Drink | Simple 3-Ingredient | Spirit + Citrus + Sweet",Buck,"Fizzy | Refreshing | Spicy","","","",""
231,"Mexicocoa Eggnog",ultimate_bar_book_the_comprehensive_guid::mexicocoa_eggnog,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","Flavor Profile: Creamy | Mood: Cozy | Occasion: Winter | Texture: Creamy","","","","",Creamy,Cozy,Winter,"",Creamy
232,"Midnight Oreo Cocktail",user_added::midnight_oreo_cocktail,Yes,No,"User Added",Coupe,Modern,"","","","","","","","","","",""
233,"Midnight Reverie",user_added::midnight_reverie,Yes,No,"User Added","",Modern,"","Build Method: Shaken","",Shaken,"","","","","","",""
60,"Milk Punch",cocktail_recipe_book::milk_punch,Yes,No,"Cocktail Recipe Book","",Classic,"Smooth and Sweet","Flavor Profile: Creamy | Mood: Cozy | Occasion: Winter | Texture: Creamy","","","","",Creamy,Cozy,Winter,"",Creamy
61,Millionaire,cocktail_recipe_book::millionaire,Yes,No,"Cocktail Recipe Book","",Classic,"Fruity and Sweet","Build Method: Stirred | Build Pattern: Egg White / Foam | Build Pattern: Short Drink | Build Pattern: Simple 4-Ingredient | Texture: Frothy","",Stirred,"Egg White / Foam | Short Drink | Simple 4-Ingredient","","","","","",Frothy
187,Mimosa,cocktail_recipe_book::mimosa,Yes,Yes,"Cocktail Recipe Book","",Classic,"Fruity and Sweet","Build Method: Built | Build Method: Shaken | Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Topped With Soda | Flavor Profile: Fizzy | Flavor Profile: Refreshing | Mood: Brunchy | Mood: Playful | Occasion: Brunch | Strength: Low-ABV | Strength: Sessionable","","Built | Shaken","Long Drink | Simple 3-Ingredient | Topped With Soda","","Fizzy | Refreshing","Brunchy | Playful",Brunch,"Low-ABV | Sessionable",""
62,"Mint Julep",cocktail_recipe_book::mint_julep,Yes,Yes,"Cocktail Recipe Book","",Classic,"Sweet and Spirit-forward","Build Method: Muddled | Build Pattern: Over Crushed Ice | Cocktail Family: Julep","",Muddled,"Over Crushed Ice",Julep,"","","","",""
98,"Missionary's Downfall",cocktail_recipe_book::missionarys_downfall,Yes,No,"Cocktail Recipe Book","",Classic,"Balanced and Refreshing","Build Pattern: Complex Spec | Build Pattern: Over Crushed Ice | Build Pattern: Tiki Multi-Ingredient | Flavor Profile: Tropical","","","Complex Spec | Over Crushed Ice | Tiki Multi-Ingredient","",Tropical,"","","",""
99,Mojito,cocktail_recipe_book::mojito,Yes,Yes,"Cocktail Recipe Book","","","Light and Refreshing","Build Method: Muddled | Build Pattern: Long Drink | Build Pattern: Spirit + Citrus + Sweet | Flavor Profile: Refreshing | Mood: Poolside | Occasion: Summer | Strength: Sessionable","",Muddled,"Long Drink | Spirit + Citrus + Sweet","",Refreshing,Poolside,Summer,Sessionable,""
253,"Monte Carlo",user_added::monte_carlo,Yes,No,"User Added",Coupe,"","","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Spirit-Forward | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Spirit-Forward","","","","",Spirit-Forward,""
74,"Morning Glory Fizz",cocktail_recipe_book::morning_glory_fizz,Yes,No,"Cocktail Recipe Book","",Classic,"Sweet and Aromatic","Build Method: Built | Build Pattern: Topped With Soda | Cocktail Family: Fizz","",Built,"Topped With Soda",Fizz,"","","","",""
127,"Moscow Mule",cocktail_recipe_book::moscow_mule,Yes,Yes,"Cocktail Recipe Book","",Vintage,"Sweet and Spicy","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Buck | Flavor Profile: Fizzy | Flavor Profile: Refreshing | Flavor Profile: Spicy","",Built,"Long Drink | Simple 3-Ingredient | Spirit + Citrus + Sweet",Buck,"Fizzy | Refreshing | Spicy","","","",""
128,Mudslide,cocktail_recipe_book::mudslide,Yes,No,"Cocktail Recipe Book","",Modern,"Sweet and Creamy","Flavor Profile: Creamy | Texture: Creamy","","","","",Creamy,"","","",Creamy
13,Negroni,cocktail_recipe_book::negroni,Yes,Yes,"Cocktail Recipe Book","",Classic,"Bitter and Dry","Build Method: Stirred | Build Pattern: Equal Parts | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit-Forward | Flavor Profile: Bitter | Mood: Sophisticated | Occasion: Aperitif | Strength: Spirit-Forward","",Stirred,"Equal Parts | Served Up | Short Drink | Simple 3-Ingredient | Spirit-Forward","",Bitter,Sophisticated,Aperitif,Spirit-Forward,""
63,"New York Flip",cocktail_recipe_book::new_york_flip,Yes,No,"Cocktail Recipe Book","",Classic,"Smooth and Light","Build Pattern: Egg White / Foam | Cocktail Family: Flip | Texture: Frothy","","","Egg White / Foam",Flip,"","","","",Frothy
37,"New York Sour",cocktail_recipe_book::new_york_sour,Yes,No,"Cocktail Recipe Book","",Modern,"Smooth and Sweet","Build Method: Shaken | Build Pattern: Simple 4-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Sour | Flavor Profile: Sour","",Shaken,"Simple 4-Ingredient | Spirit + Citrus + Sweet",Sour,Sour,"","","",""
100,"Old Cuban (by Audrey Saunders)",cocktail_recipe_book::old_cuban_by_audrey_saunders,Yes,No,"Cocktail Recipe Book","",Modern,"Bubbly and Minty","Build Method: Shaken | Build Pattern: Long Drink | Build Pattern: Spirit + Citrus + Sweet | Build Pattern: Topped With Soda | Cocktail Family: Fizz","",Shaken,"Long Drink | Spirit + Citrus + Sweet | Topped With Soda",Fizz,"","","","",""
64,"Old Fashioned",cocktail_recipe_book::old_fashioned,Yes,Yes,"Cocktail Recipe Book","",Classic,"Robust and Citrusy","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit-Forward | Flavor Profile: Bitter | Flavor Profile: Warming | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Simple 3-Ingredient | Spirit-Forward","","Bitter | Warming","","",Spirit-Forward,""
173,Olympic,cocktail_recipe_book::olympic,Yes,No,"Cocktail Recipe Book","",Classic,"Citrusy and Sweet","Build Method: Stirred | Build Pattern: Short Drink","",Stirred,"Short Drink","","","","","",""
234,Orangeade,ultimate_bar_book_the_comprehensive_guid::orangeade,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","Build Method: Built | Strength: Low-ABV","",Built,"","","","","",Low-ABV,""
203,Oriental,cocktail_recipe_book::oriental,Yes,No,"Cocktail Recipe Book","",Classic,"Dry and Citrusy","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Spirit-Forward","",Stirred,"Served Up | Short Drink | Spirit-Forward","","","","","",""
101,Painkiller,cocktail_recipe_book::painkiller,Yes,No,"Cocktail Recipe Book","","","Fruity and Sweet","Build Pattern: Complex Spec | Build Pattern: Tiki Multi-Ingredient | Flavor Profile: Creamy | Flavor Profile: Tropical | Mood: Poolside | Occasion: Summer | Texture: Creamy","","","Complex Spec | Tiki Multi-Ingredient","","Creamy | Tropical",Poolside,Summer,"",Creamy
